iteration,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,metric,mse,timeMs
2627,1000,0.1,0.2,50,1,1000,3,2,0.8,0.5,10,1,0,1.56219,78.4019
2628,1000,0.1,0.2,50,1,1000,3,2,0.8,0.5,10,0,0,2.49106,65.823
2629,1000,0.1,0.2,50,1,1000,10,2,0.01,0,1,1,0,0.00122081,159.486
2630,1000,0.1,0.2,50,1,1000,10,2,0.01,0,1,0,0,0.00110776,177.211
2631,1000,0.1,0.2,50,1,1000,10,2,0.01,0,10,1,0,0.00119315,199.964
2632,1000,0.1,0.2,50,1,1000,10,2,0.01,0,10,0,0,0.00114351,163.914
2633,1000,0.1,0.2,50,1,1000,10,2,0.01,0.3,1,1,0,2.44977,647.063
2634,1000,0.1,0.2,50,1,1000,10,2,0.01,0.3,1,0,0,0.970114,77.0353
2635,1000,0.1,0.2,50,1,1000,10,2,0.01,0.3,10,1,0,239.527,720.793
2636,1000,0.1,0.2,50,1,1000,10,2,0.01,0.3,10,0,0,79.878,78.4825
2637,1000,0.1,0.2,50,1,1000,10,2,0.01,0.5,1,1,0,5.06479,1120.23
2638,1000,0.1,0.2,50,1,1000,10,2,0.01,0.5,1,0,0,1.48613,466.504
2639,1000,0.1,0.2,50,1,1000,10,2,0.01,0.5,10,1,0,268.076,2373.25
2640,1000,0.1,0.2,50,1,1000,10,2,0.01,0.5,10,0,0,108.167,2059.79
2641,1000,0.1,0.2,50,1,1000,10,2,0.3,0,1,1,0,0.943162,502.959
2642,1000,0.1,0.2,50,1,1000,10,2,0.3,0,1,0,0,0.880908,648.301
2643,1000,0.1,0.2,50,1,1000,10,2,0.3,0,10,1,0,1.07869,684.631
2644,1000,0.1,0.2,50,1,1000,10,2,0.3,0,10,0,0,0.995449,505.795
2645,1000,0.1,0.2,50,1,1000,10,2,0.3,0.3,1,1,0,3.85483,1078.79
2646,1000,0.1,0.2,50,1,1000,10,2,0.3,0.3,1,0,0,1.97518,807.249
2647,1000,0.1,0.2,50,1,1000,10,2,0.3,0.3,10,1,0,177.905,1432.62
2648,1000,0.1,0.2,50,1,1000,10,2,0.3,0.3,10,0,0,73.7749,1030.96
2649,1000,0.1,0.2,50,1,1000,10,2,0.3,0.5,1,1,0,6.07128,1312.83
2650,1000,0.1,0.2,50,1,1000,10,2,0.3,0.5,1,0,0,2.9153,959.1
2651,1000,0.1,0.2,50,1,1000,10,2,0.3,0.5,10,1,0,323.326,2974.17
2652,1000,0.1,0.2,50,1,1000,10,2,0.3,0.5,10,0,0,97.8972,2070.03
2653,1000,0.1,0.2,50,1,1000,10,2,0.8,0,1,1,0,5.77195,1193.39
2654,1000,0.1,0.2,50,1,1000,10,2,0.8,0,1,0,0,6.54021,1297.79
2655,1000,0.1,0.2,50,1,1000,10,2,0.8,0,10,1,0,5.86157,1223.95
2656,1000,0.1,0.2,50,1,1000,10,2,0.8,0,10,0,0,5.97224,1097.58
2657,1000,0.1,0.2,50,1,1000,10,2,0.8,0.3,1,1,0,7.91819,1171.45
2658,1000,0.1,0.2,50,1,1000,10,2,0.8,0.3,1,0,0,6.60583,1180
2659,1000,0.1,0.2,50,1,1000,10,2,0.8,0.3,10,1,0,176.194,1566.2
2660,1000,0.1,0.2,50,1,1000,10,2,0.8,0.3,10,0,0,67.7699,1520.02
2661,1000,0.1,0.2,50,1,1000,10,2,0.8,0.5,1,1,0,8.84723,1337.79
2662,1000,0.1,0.2,50,1,1000,10,2,0.8,0.5,1,0,0,7.47853,1182.04
2663,1000,0.1,0.2,50,1,1000,10,2,0.8,0.5,10,1,0,334.338,2570.54
2664,1000,0.1,0.2,50,1,1000,10,2,0.8,0.5,10,0,0,105.878,1893.59
2665,1000,0.1,0.2,50,1,1000,10,5,0.01,0,1,1,0,0.000938248,157.373
2666,1000,0.1,0.2,50,1,1000,10,5,0.01,0,1,0,0,0.000991031,158.131
2667,1000,0.1,0.2,50,1,1000,10,5,0.01,0,10,1,0,0.000930494,165.363
2668,1000,0.1,0.2,50,1,1000,10,5,0.01,0,10,0,0,0.000904416,159.478
2669,1000,0.1,0.2,50,1,1000,10,5,0.01,0.3,1,1,0,2.38863,80.2819
2670,1000,0.1,0.2,50,1,1000,10,5,0.01,0.3,1,0,0,0.57493,82.2328
2671,1000,0.1,0.2,50,1,1000,10,5,0.01,0.3,10,1,0,115.835,246.199
2672,1000,0.1,0.2,50,1,1000,10,5,0.01,0.3,10,0,0,40.6837,81.1975
2673,1000,0.1,0.2,50,1,1000,10,5,0.01,0.5,1,1,0,2.41129,722.958
2674,1000,0.1,0.2,50,1,1000,10,5,0.01,0.5,1,0,0,1.54494,318.873
2675,1000,0.1,0.2,50,1,1000,10,5,0.01,0.5,10,1,0,7.06851,1035.21
2676,1000,0.1,0.2,50,1,1000,10,5,0.01,0.5,10,0,0,36.6107,960.636
2677,1000,0.1,0.2,50,1,1000,10,5,0.3,0,1,1,0,0.846277,236.118
2678,1000,0.1,0.2,50,1,1000,10,5,0.3,0,1,0,0,0.890344,314.447
2679,1000,0.1,0.2,50,1,1000,10,5,0.3,0,10,1,0,0.884615,240.034
2680,1000,0.1,0.2,50,1,1000,10,5,0.3,0,10,0,0,0.867796,237.728
2681,1000,0.1,0.2,50,1,1000,10,5,0.3,0.3,1,1,0,2.5316,637.865
2682,1000,0.1,0.2,50,1,1000,10,5,0.3,0.3,1,0,0,1.75304,471.074
2683,1000,0.1,0.2,50,1,1000,10,5,0.3,0.3,10,1,0,90.3019,794.415
2684,1000,0.1,0.2,50,1,1000,10,5,0.3,0.3,10,0,0,31.584,707.372
2685,1000,0.1,0.2,50,1,1000,10,5,0.3,0.5,1,1,0,3.97608,789.138
2686,1000,0.1,0.2,50,1,1000,10,5,0.3,0.5,1,0,0,1.94135,557.062
2687,1000,0.1,0.2,50,1,1000,10,5,0.3,0.5,10,1,0,105.196,1108.08
2688,1000,0.1,0.2,50,1,1000,10,5,0.3,0.5,10,0,0,24.6445,1117.82
2689,1000,0.1,0.2,50,1,1000,10,5,0.8,0,1,1,0,4.26306,876.88
2690,1000,0.1,0.2,50,1,1000,10,5,0.8,0,1,0,0,3.93509,796.366
2691,1000,0.1,0.2,50,1,1000,10,5,0.8,0,10,1,0,4.1064,840.484
2692,1000,0.1,0.2,50,1,1000,10,5,0.8,0,10,0,0,3.82755,872.646
2693,1000,0.1,0.2,50,1,1000,10,5,0.8,0.3,1,1,0,4.89578,928.908
2694,1000,0.1,0.2,50,1,1000,10,5,0.8,0.3,1,0,0,4.25453,907.867
2695,1000,0.1,0.2,50,1,1000,10,5,0.8,0.3,10,1,0,38.9289,1193.59
2696,1000,0.1,0.2,50,1,1000,10,5,0.8,0.3,10,0,0,15.5869,1143.28
2697,1000,0.1,0.2,50,1,1000,10,5,0.8,0.5,1,1,0,5.63135,1005.99
2698,1000,0.1,0.2,50,1,1000,10,5,0.8,0.5,1,0,0,4.74677,883.411
2699,1000,0.1,0.2,50,1,1000,10,5,0.8,0.5,10,1,0,10.6035,1203.08
2700,1000,0.1,0.2,50,1,1000,10,5,0.8,0.5,10,0,0,9.28452,1100.87
2701,1000,0.1,0.2,50,500,1000,3,2,0.01,0,1,1,0,9.78034e-05,106.836
2702,1000,0.1,0.2,50,500,1000,3,2,0.01,0,1,0,0,9.60935e-05,108.639
2703,1000,0.1,0.2,50,500,1000,3,2,0.01,0,10,1,0,0.000100015,105.838
2704,1000,0.1,0.2,50,500,1000,3,2,0.01,0,10,0,0,9.85694e-05,107.753
2705,1000,0.1,0.2,50,500,1000,3,2,0.01,0.3,1,1,0,0.282306,85.5676
2706,1000,0.1,0.2,50,500,1000,3,2,0.01,0.3,1,0,0,0.103644,87.425
2707,1000,0.1,0.2,50,500,1000,3,2,0.01,0.3,10,1,0,27.9856,78.6624
2708,1000,0.1,0.2,50,500,1000,3,2,0.01,0.3,10,0,0,9.95337,80.1546
2709,1000,0.1,0.2,50,500,1000,3,2,0.01,0.5,1,1,0,0.405732,78.2319
2710,1000,0.1,0.2,50,500,1000,3,2,0.01,0.5,1,0,0,0.112475,80.1386
2711,1000,0.1,0.2,50,500,1000,3,2,0.01,0.5,10,1,0,27.082,70.8416
2712,1000,0.1,0.2,50,500,1000,3,2,0.01,0.5,10,0,0,1.00582,70.9862
2713,1000,0.1,0.2,50,500,1000,3,2,0.3,0,1,1,0,0.0878902,82.0922
2714,1000,0.1,0.2,50,500,1000,3,2,0.3,0,1,0,0,0.0889727,81.7103
2715,1000,0.1,0.2,50,500,1000,3,2,0.3,0,10,1,0,0.0885658,86.4964
2716,1000,0.1,0.2,50,500,1000,3,2,0.3,0,10,0,0,0.0924515,82.7473
2717,1000,0.1,0.2,50,500,1000,3,2,0.3,0.3,1,1,0,0.395479,73.3903
2718,1000,0.1,0.2,50,500,1000,3,2,0.3,0.3,1,0,0,0.187167,77.1888
2719,1000,0.1,0.2,50,500,1000,3,2,0.3,0.3,10,1,0,0.954441,70.1442
2720,1000,0.1,0.2,50,500,1000,3,2,0.3,0.3,10,0,0,0.960558,71.1123
2721,1000,0.1,0.2,50,500,1000,3,2,0.3,0.5,1,1,0,0.614232,70.6446
2722,1000,0.1,0.2,50,500,1000,3,2,0.3,0.5,1,0,0,0.264708,80.0387
2723,1000,0.1,0.2,50,500,1000,3,2,0.3,0.5,10,1,0,0.942556,74.2206
2724,1000,0.1,0.2,50,500,1000,3,2,0.3,0.5,10,0,0,1.00873,77.7779
2725,1000,0.1,0.2,50,500,1000,3,2,0.8,0,1,1,0,0.678423,85.7481
2726,1000,0.1,0.2,50,500,1000,3,2,0.8,0,1,0,0,0.67415,72.7516
2727,1000,0.1,0.2,50,500,1000,3,2,0.8,0,10,1,0,0.65135,76.0413
2728,1000,0.1,0.2,50,500,1000,3,2,0.8,0,10,0,0,0.565762,83.1962
2729,1000,0.1,0.2,50,500,1000,3,2,0.8,0.3,1,1,0,0.855544,81.2067
2730,1000,0.1,0.2,50,500,1000,3,2,0.8,0.3,1,0,0,0.731245,76.2734
2731,1000,0.1,0.2,50,500,1000,3,2,0.8,0.3,10,1,0,0.945556,71.212
2732,1000,0.1,0.2,50,500,1000,3,2,0.8,0.3,10,0,0,1.01882,71.8901
2733,1000,0.1,0.2,50,500,1000,3,2,0.8,0.5,1,1,0,0.945349,75.6212
2734,1000,0.1,0.2,50,500,1000,3,2,0.8,0.5,1,0,0,0.747628,72.4703
2735,1000,0.1,0.2,50,500,1000,3,2,0.8,0.5,10,1,0,1.01967,79.6882
2736,1000,0.1,0.2,50,500,1000,3,2,0.8,0.5,10,0,0,1.00675,71.2881
2737,1000,0.1,0.2,50,500,1000,10,2,0.01,0,1,1,0,0.000795518,227.218
2738,1000,0.1,0.2,50,500,1000,10,2,0.01,0,1,0,0,0.000784456,212.549
2739,1000,0.1,0.2,50,500,1000,10,2,0.01,0,10,1,0,0.000822133,205.102
2740,1000,0.1,0.2,50,500,1000,10,2,0.01,0,10,0,0,0.000796507,216.598
2741,1000,0.1,0.2,50,500,1000,10,2,0.01,0.3,1,1,0,2.53654,719.752
2742,1000,0.1,0.2,50,500,1000,10,2,0.01,0.3,1,0,0,0.780536,84.422
2743,1000,0.1,0.2,50,500,1000,10,2,0.01,0.3,10,1,0,241.149,472.822
2744,1000,0.1,0.2,50,500,1000,10,2,0.01,0.3,10,0,0,77.7157,78.9665
2745,1000,0.1,0.2,50,500,1000,10,2,0.01,0.5,1,1,0,4.19919,1100.69
2746,1000,0.1,0.2,50,500,1000,10,2,0.01,0.5,1,0,0,1.14926,485.567
2747,1000,0.1,0.2,50,500,1000,10,2,0.01,0.5,10,1,0,304.616,2520.71
2748,1000,0.1,0.2,50,500,1000,10,2,0.01,0.5,10,0,0,91.3641,1822.75
2749,1000,0.1,0.2,50,500,1000,10,2,0.3,0,1,1,0,0.734746,571.821
2750,1000,0.1,0.2,50,500,1000,10,2,0.3,0,1,0,0,0.987924,502.486
2751,1000,0.1,0.2,50,500,1000,10,2,0.3,0,10,1,0,0.745199,578.305
2752,1000,0.1,0.2,50,500,1000,10,2,0.3,0,10,0,0,0.724367,571.655
2753,1000,0.1,0.2,50,500,1000,10,2,0.3,0.3,1,1,0,3.81003,857.109
2754,1000,0.1,0.2,50,500,1000,10,2,0.3,0.3,1,0,0,1.5373,711.206
2755,1000,0.1,0.2,50,500,1000,10,2,0.3,0.3,10,1,0,175.829,1169.99
2756,1000,0.1,0.2,50,500,1000,10,2,0.3,0.3,10,0,0,79.1081,1087.32
2757,1000,0.1,0.2,50,500,1000,10,2,0.3,0.5,1,1,0,5.6046,1113.68
2758,1000,0.1,0.2,50,500,1000,10,2,0.3,0.5,1,0,0,1.85324,777.276
2759,1000,0.1,0.2,50,500,1000,10,2,0.3,0.5,10,1,0,305.237,2400.06
2760,1000,0.1,0.2,50,500,1000,10,2,0.3,0.5,10,0,0,104.766,1811.33
2761,1000,0.1,0.2,50,500,1000,10,2,0.8,0,1,1,0,5.92698,1082.43
2762,1000,0.1,0.2,50,500,1000,10,2,0.8,0,1,0,0,5.15344,1207.56
2763,1000,0.1,0.2,50,500,1000,10,2,0.8,0,10,1,0,5.16706,1260.18
2764,1000,0.1,0.2,50,500,1000,10,2,0.8,0,10,0,0,5.25349,1202.11
2765,1000,0.1,0.2,50,500,1000,10,2,0.8,0.3,1,1,0,7.49924,1245.96
2766,1000,0.1,0.2,50,500,1000,10,2,0.8,0.3,1,0,0,6.30525,1182.71
2767,1000,0.1,0.2,50,500,1000,10,2,0.8,0.3,10,1,0,191.69,1746.93
2768,1000,0.1,0.2,50,500,1000,10,2,0.8,0.3,10,0,0,65.7694,1477.95
2769,1000,0.1,0.2,50,500,1000,10,2,0.8,0.5,1,1,0,8.46783,1432.35
2770,1000,0.1,0.2,50,500,1000,10,2,0.8,0.5,1,0,0,6.53148,1306.8
2771,1000,0.1,0.2,50,500,1000,10,2,0.8,0.5,10,1,0,260.987,2579.15
2772,1000,0.1,0.2,50,500,1000,10,2,0.8,0.5,10,0,0,88.0084,1931.83
2773,1000,0.1,0.2,50,500,1000,10,5,0.01,0,1,1,0,0.000511558,212.132
2774,1000,0.1,0.2,50,500,1000,10,5,0.01,0,1,0,0,0.000495984,197.414
2775,1000,0.1,0.2,50,500,1000,10,5,0.01,0,10,1,0,0.000503646,211.581
2776,1000,0.1,0.2,50,500,1000,10,5,0.01,0,10,0,0,0.000500086,211.198
2777,1000,0.1,0.2,50,500,1000,10,5,0.01,0.3,1,1,0,1.53956,238.668
2778,1000,0.1,0.2,50,500,1000,10,5,0.01,0.3,1,0,0,0.447144,100.604
2779,1000,0.1,0.2,50,500,1000,10,5,0.01,0.3,10,1,0,124.069,160.93
2780,1000,0.1,0.2,50,500,1000,10,5,0.01,0.3,10,0,0,39.5156,241.742
2781,1000,0.1,0.2,50,500,1000,10,5,0.01,0.5,1,1,0,3.14772,717.735
2782,1000,0.1,0.2,50,500,1000,10,5,0.01,0.5,1,0,0,0.81813,239.422
2783,1000,0.1,0.2,50,500,1000,10,5,0.01,0.5,10,1,0,104.252,1026.63
2784,1000,0.1,0.2,50,500,1000,10,5,0.01,0.5,10,0,0,20.2822,1036.31
2785,1000,0.1,0.2,50,500,1000,10,5,0.3,0,1,1,0,0.476355,340.05
2786,1000,0.1,0.2,50,500,1000,10,5,0.3,0,1,0,0,0.703749,250.597
2787,1000,0.1,0.2,50,500,1000,10,5,0.3,0,10,1,0,0.649713,240.667
2788,1000,0.1,0.2,50,500,1000,10,5,0.3,0,10,0,0,0.819448,234.938
2789,1000,0.1,0.2,50,500,1000,10,5,0.3,0.3,1,1,0,1.9119,638.417
2790,1000,0.1,0.2,50,500,1000,10,5,0.3,0.3,1,0,0,1.36251,393.571
2791,1000,0.1,0.2,50,500,1000,10,5,0.3,0.3,10,1,0,94.2679,800.403
2792,1000,0.1,0.2,50,500,1000,10,5,0.3,0.3,10,0,0,37.345,790.828
2793,1000,0.1,0.2,50,500,1000,10,5,0.3,0.5,1,1,0,3.61809,804.46
2794,1000,0.1,0.2,50,500,1000,10,5,0.3,0.5,1,0,0,1.03109,628.221
2795,1000,0.1,0.2,50,500,1000,10,5,0.3,0.5,10,1,0,6.20299,1187.92
2796,1000,0.1,0.2,50,500,1000,10,5,0.3,0.5,10,0,0,5.41512,1129.22
2797,1000,0.1,0.2,50,500,1000,10,5,0.8,0,1,1,0,3.81704,795.877
2798,1000,0.1,0.2,50,500,1000,10,5,0.8,0,1,0,0,3.99822,787.545
2799,1000,0.1,0.2,50,500,1000,10,5,0.8,0,10,1,0,3.19832,907.064
2800,1000,0.1,0.2,50,500,1000,10,5,0.8,0,10,0,0,3.75752,793.281
2801,1000,0.1,0.2,50,500,1000,10,5,0.8,0.3,1,1,0,4.6888,892.775
2802,1000,0.1,0.2,50,500,1000,10,5,0.8,0.3,1,0,0,3.6436,927.802
2803,1000,0.1,0.2,50,500,1000,10,5,0.8,0.3,10,1,0,12.139,1118.33
2804,1000,0.1,0.2,50,500,1000,10,5,0.8,0.3,10,0,0,19.3962,1057.52
2805,1000,0.1,0.2,50,500,1000,10,5,0.8,0.5,1,1,0,5.17391,962.998
2806,1000,0.1,0.2,50,500,1000,10,5,0.8,0.5,1,0,0,3.95271,885.962
2807,1000,0.1,0.2,50,500,1000,10,5,0.8,0.5,10,1,0,5.43532,1209.98
2808,1000,0.1,0.2,50,500,1000,10,5,0.8,0.5,10,0,0,6.37772,1127.63
2809,1000,0.1,0.5,50,1,100,3,2,0.01,0,1,1,0,0.000121696,12.7477
2810,1000,0.1,0.5,50,1,100,3,2,0.01,0,1,0,0,0.000112992,12.6679
2811,1000,0.1,0.5,50,1,100,3,2,0.01,0,10,1,0,0.000101357,18.6474
2812,1000,0.1,0.5,50,1,100,3,2,0.01,0,10,0,0,0.000106692,12.4395
2813,1000,0.1,0.5,50,1,100,3,2,0.01,0.3,1,1,0,0.230306,8.9099
2814,1000,0.1,0.5,50,1,100,3,2,0.01,0.3,1,0,0,0.069318,10.132
2815,1000,0.1,0.5,50,1,100,3,2,0.01,0.3,10,1,0,35.0142,8.17625
2816,1000,0.1,0.5,50,1,100,3,2,0.01,0.3,10,0,0,11.6157,8.63646
2817,1000,0.1,0.5,50,1,100,3,2,0.01,0.5,1,1,0,0.419335,7.55717
2818,1000,0.1,0.5,50,1,100,3,2,0.01,0.5,1,0,0,0.17015,8.14837
2819,1000,0.1,0.5,50,1,100,3,2,0.01,0.5,10,1,0,46.0056,7.30314
2820,1000,0.1,0.5,50,1,100,3,2,0.01,0.5,10,0,0,15.5884,7.44799
2821,1000,0.1,0.5,50,1,100,3,2,0.3,0,1,1,0,0.136391,7.93953
2822,1000,0.1,0.5,50,1,100,3,2,0.3,0,1,0,0,0.113401,8.02674
2823,1000,0.1,0.5,50,1,100,3,2,0.3,0,10,1,0,0.169215,7.75483
2824,1000,0.1,0.5,50,1,100,3,2,0.3,0,10,0,0,0.146012,8.03147
2825,1000,0.1,0.5,50,1,100,3,2,0.3,0.3,1,1,0,0.333158,7.03774
2826,1000,0.1,0.5,50,1,100,3,2,0.3,0.3,1,0,0,0.155748,8.27074
2827,1000,0.1,0.5,50,1,100,3,2,0.3,0.3,10,1,0,35.5853,13.5845
2828,1000,0.1,0.5,50,1,100,3,2,0.3,0.3,10,0,0,8.91377,6.80125
2829,1000,0.1,0.5,50,1,100,3,2,0.3,0.5,1,1,0,0.569098,28.0973
2830,1000,0.1,0.5,50,1,100,3,2,0.3,0.5,1,0,0,0.354625,7.25624
2831,1000,0.1,0.5,50,1,100,3,2,0.3,0.5,10,1,0,0.955348,35.4643
2832,1000,0.1,0.5,50,1,100,3,2,0.3,0.5,10,0,0,0.941902,42.9519
2833,1000,0.1,0.5,50,1,100,3,2,0.8,0,1,1,0,0.68334,37.5175
2834,1000,0.1,0.5,50,1,100,3,2,0.8,0,1,0,0,0.764803,41.4079
2835,1000,0.1,0.5,50,1,100,3,2,0.8,0,10,1,0,0.781707,34.7352
2836,1000,0.1,0.5,50,1,100,3,2,0.8,0,10,0,0,0.796748,27.632
2837,1000,0.1,0.5,50,1,100,3,2,0.8,0.3,1,1,0,0.940282,41.5377
2838,1000,0.1,0.5,50,1,100,3,2,0.8,0.3,1,0,0,0.659593,27.5926
2839,1000,0.1,0.5,50,1,100,3,2,0.8,0.3,10,1,0,1.19864,47.8413
2840,1000,0.1,0.5,50,1,100,3,2,0.8,0.3,10,0,0,0.898251,41.5156
2841,1000,0.1,0.5,50,1,100,3,2,0.8,0.5,1,1,0,0.83602,41.9392
2842,1000,0.1,0.5,50,1,100,3,2,0.8,0.5,1,0,0,0.91866,42.3319
2843,1000,0.1,0.5,50,1,100,3,2,0.8,0.5,10,1,0,1.04956,41.7551
2844,1000,0.1,0.5,50,1,100,3,2,0.8,0.5,10,0,0,0.793563,27.0867
2845,1000,0.1,0.5,50,1,100,10,2,0.01,0,1,1,0,0.00104102,17.4877
2846,1000,0.1,0.5,50,1,100,10,2,0.01,0,1,0,0,0.000928816,17.7338
2847,1000,0.1,0.5,50,1,100,10,2,0.01,0,10,1,0,0.00100745,17.5464
2848,1000,0.1,0.5,50,1,100,10,2,0.01,0,10,0,0,0.00109503,17.7883
2849,1000,0.1,0.5,50,1,100,10,2,0.01,0.3,1,1,0,2.3023,140.144
2850,1000,0.1,0.5,50,1,100,10,2,0.01,0.3,1,0,0,0.836669,95.9637
2851,1000,0.1,0.5,50,1,100,10,2,0.01,0.3,10,1,0,161.789,305.57
2852,1000,0.1,0.5,50,1,100,10,2,0.01,0.3,10,0,0,50.5828,254.179
2853,1000,0.1,0.5,50,1,100,10,2,0.01,0.5,1,1,0,3.9377,157.307
2854,1000,0.1,0.5,50,1,100,10,2,0.01,0.5,1,0,0,1.39185,124.071
2855,1000,0.1,0.5,50,1,100,10,2,0.01,0.5,10,1,0,275.671,360.949
2856,1000,0.1,0.5,50,1,100,10,2,0.01,0.5,10,0,0,107.447,314.639
2857,1000,0.1,0.5,50,1,100,10,2,0.3,0,1,1,0,1.03708,106.88
2858,1000,0.1,0.5,50,1,100,10,2,0.3,0,1,0,0,1.0457,117.767
2859,1000,0.1,0.5,50,1,100,10,2,0.3,0,10,1,0,0.837218,103.462
2860,1000,0.1,0.5,50,1,100,10,2,0.3,0,10,0,0,1.00205,106.685
2861,1000,0.1,0.5,50,1,100,10,2,0.3,0.3,1,1,0,3.60219,168.151
2862,1000,0.1,0.5,50,1,100,10,2,0.3,0.3,1,0,0,1.79616,137.256
2863,1000,0.1,0.5,50,1,100,10,2,0.3,0.3,10,1,0,179.786,350.379
2864,1000,0.1,0.5,50,1,100,10,2,0.3,0.3,10,0,0,58.5684,276.105
2865,1000,0.1,0.5,50,1,100,10,2,0.3,0.5,1,1,0,4.89685,167.686
2866,1000,0.1,0.5,50,1,100,10,2,0.3,0.5,1,0,0,2.14403,131.09
2867,1000,0.1,0.5,50,1,100,10,2,0.3,0.5,10,1,0,211.179,328.98
2868,1000,0.1,0.5,50,1,100,10,2,0.3,0.5,10,0,0,100.877,296.495
2869,1000,0.1,0.5,50,1,100,10,2,0.8,0,1,1,0,5.27176,178.231
2870,1000,0.1,0.5,50,1,100,10,2,0.8,0,1,0,0,5.86006,185.02
2871,1000,0.1,0.5,50,1,100,10,2,0.8,0,10,1,0,5.5969,178.558
2872,1000,0.1,0.5,50,1,100,10,2,0.8,0,10,0,0,6.44854,175.059
2873,1000,0.1,0.5,50,1,100,10,2,0.8,0.3,1,1,0,7.35515,186.874
2874,1000,0.1,0.5,50,1,100,10,2,0.8,0.3,1,0,0,5.71642,176.297
2875,1000,0.1,0.5,50,1,100,10,2,0.8,0.3,10,1,0,141.959,306.199
2876,1000,0.1,0.5,50,1,100,10,2,0.8,0.3,10,0,0,70.4991,285.873
2877,1000,0.1,0.5,50,1,100,10,2,0.8,0.5,1,1,0,8.90769,194.822
2878,1000,0.1,0.5,50,1,100,10,2,0.8,0.5,1,0,0,7.51232,187.01
2879,1000,0.1,0.5,50,1,100,10,2,0.8,0.5,10,1,0,301.583,330.644
2880,1000,0.1,0.5,50,1,100,10,2,0.8,0.5,10,0,0,100.797,297.83
2881,1000,0.1,0.5,50,1,100,10,5,0.01,0,1,1,0,0.000838239,20.5917
2882,1000,0.1,0.5,50,1,100,10,5,0.01,0,1,0,0,0.000823379,20.2527
2883,1000,0.1,0.5,50,1,100,10,5,0.01,0,10,1,0,0.000954525,20.5399
2884,1000,0.1,0.5,50,1,100,10,5,0.01,0,10,0,0,0.000925406,21.3328
2885,1000,0.1,0.5,50,1,100,10,5,0.01,0.3,1,1,0,1.68578,157.514
2886,1000,0.1,0.5,50,1,100,10,5,0.01,0.3,1,0,0,0.765549,100.546
2887,1000,0.1,0.5,50,1,100,10,5,0.01,0.3,10,1,0,31.5961,213.355
2888,1000,0.1,0.5,50,1,100,10,5,0.01,0.3,10,0,0,22.2628,201.673
2889,1000,0.1,0.5,50,1,100,10,5,0.01,0.5,1,1,0,2.82105,181.03
2890,1000,0.1,0.5,50,1,100,10,5,0.01,0.5,1,0,0,1.10429,124.818
2891,1000,0.1,0.5,50,1,100,10,5,0.01,0.5,10,1,0,10.4891,237.258
2892,1000,0.1,0.5,50,1,100,10,5,0.01,0.5,10,0,0,8.52029,228.77
2893,1000,0.1,0.5,50,1,100,10,5,0.3,0,1,1,0,0.718985,105.122
2894,1000,0.1,0.5,50,1,100,10,5,0.3,0,1,0,0,0.865234,154.823
2895,1000,0.1,0.5,50,1,100,10,5,0.3,0,10,1,0,0.738316,131.234
2896,1000,0.1,0.5,50,1,100,10,5,0.3,0,10,0,0,0.833709,112.54
2897,1000,0.1,0.5,50,1,100,10,5,0.3,0.3,1,1,0,2.40995,169.994
2898,1000,0.1,0.5,50,1,100,10,5,0.3,0.3,1,0,0,1.7346,155.982
2899,1000,0.1,0.5,50,1,100,10,5,0.3,0.3,10,1,0,34.4795,244.01
2900,1000,0.1,0.5,50,1,100,10,5,0.3,0.3,10,0,0,16.1192,237.643
2901,1000,0.1,0.5,50,1,100,10,5,0.3,0.5,1,1,0,3.98058,191.776
2902,1000,0.1,0.5,50,1,100,10,5,0.3,0.5,1,0,0,1.97679,163.597
2903,1000,0.1,0.5,50,1,100,10,5,0.3,0.5,10,1,0,9.45074,263.978
2904,1000,0.1,0.5,50,1,100,10,5,0.3,0.5,10,0,0,8.04481,242.869
2905,1000,0.1,0.5,50,1,100,10,5,0.8,0,1,1,0,3.4474,200.812
2906,1000,0.1,0.5,50,1,100,10,5,0.8,0,1,0,0,3.53975,182.556
2907,1000,0.1,0.5,50,1,100,10,5,0.8,0,10,1,0,3.83222,184.694
2908,1000,0.1,0.5,50,1,100,10,5,0.8,0,10,0,0,3.30006,182.189
2909,1000,0.1,0.5,50,1,100,10,5,0.8,0.3,1,1,0,3.75605,180.435
2910,1000,0.1,0.5,50,1,100,10,5,0.8,0.3,1,0,0,4.01809,191.544
2911,1000,0.1,0.5,50,1,100,10,5,0.8,0.3,10,1,0,7.29923,223.712
2912,1000,0.1,0.5,50,1,100,10,5,0.8,0.3,10,0,0,13.2248,221.579
2913,1000,0.1,0.5,50,1,100,10,5,0.8,0.5,1,1,0,5.08452,201.828
2914,1000,0.1,0.5,50,1,100,10,5,0.8,0.5,1,0,0,3.7627,195.102
2915,1000,0.1,0.5,50,1,100,10,5,0.8,0.5,10,1,0,9.19618,223.371
2916,1000,0.1,0.5,50,1,100,10,5,0.8,0.5,10,0,0,8.0143,220.961
2917,1000,0.1,0.5,50,1,1000,3,2,0.01,0,1,1,0,9.88283e-05,104.218
2918,1000,0.1,0.5,50,1,1000,3,2,0.01,0,1,0,0,0.000103071,106.176
2919,1000,0.1,0.5,50,1,1000,3,2,0.01,0,10,1,0,0.000100035,104.872
