iteration,variation,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,mse,timeMs
3106,2,500,0.0001,0.2,20,5,20,4,3,0.01,0,1,0,0.00107662,7.15892
3106,3,500,0.0001,0.2,20,5,20,4,3,0.01,0,1,0,0.000484467,11.2567
3107,1,500,0.0001,0.2,20,5,20,4,3,0.01,0,2,1,0.00373931,10.097
3107,2,500,0.0001,0.2,20,5,20,4,3,0.01,0,2,1,0.00373931,11.8305
3107,3,500,0.0001,0.2,20,5,20,4,3,0.01,0,2,1,0.00191583,17.6089
3108,1,500,0.0001,0.2,20,5,20,4,3,0.01,0,2,0,0.000620077,7.41094
3108,2,500,0.0001,0.2,20,5,20,4,3,0.01,0,2,0,0.000620077,7.90677
3108,3,500,0.0001,0.2,20,5,20,4,3,0.01,0,2,0,0.000578067,11.2997
3109,1,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,1,1,2.19892,23.5723
3109,2,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,1,1,2.19892,24.3863
3109,3,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,1,1,2.31777,66.1063
3110,1,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,1,0,0.000868273,6.34206
3110,2,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,1,0,0.000868273,5.52066
3110,3,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,1,0,0.000159004,14.6938
3111,1,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,2,1,0.00302289,9.74341
3111,2,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,2,1,0.00302289,9.20195
3111,3,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,2,1,0.0019961,6.40629
3112,1,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,2,0,0.106011,17.6703
3112,2,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,2,0,0.106011,19.2411
3112,3,500,0.0001,0.2,20,5,20,4,3,0.01,0.1,2,0,0.145204,59.9884
3113,1,500,0.0001,0.2,20,5,20,4,3,0.1,0,1,1,0.784979,20.7508
3113,2,500,0.0001,0.2,20,5,20,4,3,0.1,0,1,1,0.784979,19.7695
3113,3,500,0.0001,0.2,20,5,20,4,3,0.1,0,1,1,0.0991852,47.9962
3114,1,500,0.0001,0.2,20,5,20,4,3,0.1,0,1,0,0.344452,20.3493
3114,2,500,0.0001,0.2,20,5,20,4,3,0.1,0,1,0,0.344452,20.9296
3114,3,500,0.0001,0.2,20,5,20,4,3,0.1,0,1,0,0.219122,49.8089
3115,1,500,0.0001,0.2,20,5,20,4,3,0.1,0,2,1,2.51589,16.5262
3115,2,500,0.0001,0.2,20,5,20,4,3,0.1,0,2,1,2.51589,17.1034
3115,3,500,0.0001,0.2,20,5,20,4,3,0.1,0,2,1,0.0513028,63.4384
3116,1,500,0.0001,0.2,20,5,20,4,3,0.1,0,2,0,0.448194,20.2132
3116,2,500,0.0001,0.2,20,5,20,4,3,0.1,0,2,0,0.448194,18.9917
3116,3,500,0.0001,0.2,20,5,20,4,3,0.1,0,2,0,0.156346,45.8758
3117,1,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,1,1,18.2457,21.1427
3117,2,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,1,1,18.2457,21.841
3117,3,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,1,1,0.291471,62.7054
3118,1,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,1,0,0.314284,20.4014
3118,2,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,1,0,0.314284,21.2743
3118,3,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,1,0,0.265609,59.4351
3119,1,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,2,1,156.163,24.5901
3119,2,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,2,1,156.163,25.4928
3119,3,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,2,1,3.47969,75.267
3120,1,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,2,0,208.427,23.3635
3120,2,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,2,0,208.427,23.6235
3120,3,500,0.0001,0.2,20,5,20,4,3,0.1,0.1,2,0,3.36163,68.6893
3121,3,500,0.0001,0.2,20,5,100,3,1,0.01,0,1,1,0.000359396,5.49876
3122,3,500,0.0001,0.2,20,5,100,3,1,0.01,0,1,0,0.000659057,4.85443
3123,3,500,0.0001,0.2,20,5,100,3,1,0.01,0,2,1,0.00296104,6.15498
3124,3,500,0.0001,0.2,20,5,100,3,1,0.01,0,2,0,0.00191368,5.84964
3125,3,500,0.0001,0.2,20,5,100,3,1,0.01,0.1,1,1,0.137547,5.62935
3126,3,500,0.0001,0.2,20,5,100,3,1,0.01,0.1,1,0,0.0562447,5.20422
3127,3,500,0.0001,0.2,20,5,100,3,1,0.01,0.1,2,1,0.74918,4.45494
3128,3,500,0.0001,0.2,20,5,100,3,1,0.01,0.1,2,0,1608.59,4.45006
3129,3,500,0.0001,0.2,20,5,100,3,1,0.1,0,1,1,0.0164343,69.797
3130,3,500,0.0001,0.2,20,5,100,3,1,0.1,0,1,0,0.0329287,73.1585
3131,3,500,0.0001,0.2,20,5,100,3,1,0.1,0,2,1,0.0135445,69.0113
3132,3,500,0.0001,0.2,20,5,100,3,1,0.1,0,2,0,2.62245,69.2904
3133,3,500,0.0001,0.2,20,5,100,3,1,0.1,0.1,1,1,0.178105,69.0286
3134,3,500,0.0001,0.2,20,5,100,3,1,0.1,0.1,1,0,0.557061,76.9326
3135,3,500,0.0001,0.2,20,5,100,3,1,0.1,0.1,2,1,67.6215,73.4421
3136,3,500,0.0001,0.2,20,5,100,3,1,0.1,0.1,2,0,2.59353,69.8766
3137,1,500,0.0001,0.2,20,5,100,3,2,0.01,0,1,1,0.00214678,0.91876
3137,2,500,0.0001,0.2,20,5,100,3,2,0.01,0,1,1,0.00234028,0.98383
3137,3,500,0.0001,0.2,20,5,100,3,2,0.01,0,1,1,0.00167723,9.65252
3138,1,500,0.0001,0.2,20,5,100,3,2,0.01,0,1,0,0.00107516,1.58888
3138,2,500,0.0001,0.2,20,5,100,3,2,0.01,0,1,0,0.000557386,1.33856
3138,3,500,0.0001,0.2,20,5,100,3,2,0.01,0,1,0,0.00117645,6.77013
3139,1,500,0.0001,0.2,20,5,100,3,2,0.01,0,2,1,0.00106581,1.32243
3139,2,500,0.0001,0.2,20,5,100,3,2,0.01,0,2,1,0.000507789,1.4041
3139,3,500,0.0001,0.2,20,5,100,3,2,0.01,0,2,1,0.000296585,9.50861
3140,1,500,0.0001,0.2,20,5,100,3,2,0.01,0,2,0,0.000234476,1.56405
3140,2,500,0.0001,0.2,20,5,100,3,2,0.01,0,2,0,0.000241904,1.60874
3140,3,500,0.0001,0.2,20,5,100,3,2,0.01,0,2,0,0.000113677,7.59339
3141,1,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,1,1,0.167451,1.12712
3141,2,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,1,1,0.169791,0.929598
3141,3,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,1,1,0.169021,5.60379
3142,1,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,1,0,0.221238,0.716163
3142,2,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,1,0,0.217142,0.75942
3142,3,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,1,0,0.215083,5.96263
3143,1,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,2,1,10.9078,0.730497
3143,2,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,2,1,13.1346,0.674301
3143,3,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,2,1,13.0783,5.61457
3144,1,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,2,0,1.72766,0.65824
3144,2,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,2,0,1.70842,0.729054
3144,3,500,0.0001,0.2,20,5,100,3,2,0.01,0.1,2,0,1.74041,5.56308
3145,1,500,0.0001,0.2,20,5,100,3,2,0.1,0,1,1,0.148473,10.8801
3145,2,500,0.0001,0.2,20,5,100,3,2,0.1,0,1,1,0.166917,10.7113
3145,3,500,0.0001,0.2,20,5,100,3,2,0.1,0,1,1,0.132549,21.4968
3146,1,500,0.0001,0.2,20,5,100,3,2,0.1,0,1,0,0.0125671,4.63471
3146,2,500,0.0001,0.2,20,5,100,3,2,0.1,0,1,0,0.0138256,2.98268
3146,3,500,0.0001,0.2,20,5,100,3,2,0.1,0,1,0,0.0166979,21.6792
3147,1,500,0.0001,0.2,20,5,100,3,2,0.1,0,2,1,0.766266,14.5138
3147,2,500,0.0001,0.2,20,5,100,3,2,0.1,0,2,1,0.739893,14.6248
3147,3,500,0.0001,0.2,20,5,100,3,2,0.1,0,2,1,1.75668,12.9331
3148,1,500,0.0001,0.2,20,5,100,3,2,0.1,0,2,0,0.023206,4.61094
3148,2,500,0.0001,0.2,20,5,100,3,2,0.1,0,2,0,0.0212779,4.72355
3148,3,500,0.0001,0.2,20,5,100,3,2,0.1,0,2,0,0.0209079,22.304
3149,1,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,1,1,1.40059,9.77678
3149,2,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,1,1,1.40059,8.29981
3149,3,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,1,1,1.4506,35.8286
3150,1,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,1,0,1.06128,9.71756
3150,2,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,1,0,1.07819,11.1742
3150,3,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,1,0,1.11365,13.3588
3151,1,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,2,1,20.928,14.4388
3151,2,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,2,1,3.08091,16.0352
3151,3,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,2,1,31.4977,36.3164
3152,1,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,2,0,4.58868,10.7629
3152,2,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,2,0,2.42008,12.253
3152,3,500,0.0001,0.2,20,5,100,3,2,0.1,0.1,2,0,4.66168,34.8128
3153,3,500,0.0001,0.2,20,5,100,4,1,0.01,0,1,1,0.000241346,3.17527
3154,3,500,0.0001,0.2,20,5,100,4,1,0.01,0,1,0,0.013761,3.55534
3155,3,500,0.0001,0.2,20,5,100,4,1,0.01,0,2,1,0.00408738,3.59432
3156,3,500,0.0001,0.2,20,5,100,4,1,0.01,0,2,0,0.00134328,6.57438
3157,3,500,0.0001,0.2,20,5,100,4,1,0.01,0.1,1,1,0.206931,9.50928
3158,3,500,0.0001,0.2,20,5,100,4,1,0.01,0.1,1,0,0.054879,12.8556
3159,3,500,0.0001,0.2,20,5,100,4,1,0.01,0.1,2,1,4.09474,6.10053
3160,3,500,0.0001,0.2,20,5,100,4,1,0.01,0.1,2,0,0.149781,9.21175
3161,3,500,0.0001,0.2,20,5,100,4,1,0.1,0,1,1,0.0551159,65.402
3162,3,500,0.0001,0.2,20,5,100,4,1,0.1,0,1,0,0.039019,68.6656
3163,3,500,0.0001,0.2,20,5,100,4,1,0.1,0,2,1,0.209785,65.4835
3164,3,500,0.0001,0.2,20,5,100,4,1,0.1,0,2,0,0.460537,67.4082
3165,3,500,0.0001,0.2,20,5,100,4,1,0.1,0.1,1,1,0.131143,71.3953
3166,3,500,0.0001,0.2,20,5,100,4,1,0.1,0.1,1,0,0.18438,69.8974
3167,3,500,0.0001,0.2,20,5,100,4,1,0.1,0.1,2,1,3.76448,73.5606
3168,3,500,0.0001,0.2,20,5,100,4,1,0.1,0.1,2,0,0.584328,70.5349
3169,3,500,0.0001,0.2,20,5,100,4,2,0.01,0,1,1,0.00148822,3.8679
3170,3,500,0.0001,0.2,20,5,100,4,2,0.01,0,1,0,0.0878162,3.87667
3171,3,500,0.0001,0.2,20,5,100,4,2,0.01,0,2,1,0.000447267,3.66312
3172,3,500,0.0001,0.2,20,5,100,4,2,0.01,0,2,0,0.0261719,3.78407
3173,3,500,0.0001,0.2,20,5,100,4,2,0.01,0.1,1,1,0.209453,3.39448
3174,3,500,0.0001,0.2,20,5,100,4,2,0.01,0.1,1,0,2.20436,3.34962
3175,3,500,0.0001,0.2,20,5,100,4,2,0.01,0.1,2,1,71.2309,3.30265
3176,3,500,0.0001,0.2,20,5,100,4,2,0.01,0.1,2,0,0.28186,3.44987
3177,3,500,0.0001,0.2,20,5,100,4,2,0.1,0,1,1,0.170057,59.9308
3178,3,500,0.0001,0.2,20,5,100,4,2,0.1,0,1,0,0.0183534,56.9544
3179,3,500,0.0001,0.2,20,5,100,4,2,0.1,0,2,1,0.269747,63.4051
3180,3,500,0.0001,0.2,20,5,100,4,2,0.1,0,2,0,0.0330872,65.0631
3181,3,500,0.0001,0.2,20,5,100,4,2,0.1,0.1,1,1,200.279,76.3686
3182,3,500,0.0001,0.2,20,5,100,4,2,0.1,0.1,1,0,0.417945,66.6526
3183,3,500,0.0001,0.2,20,5,100,4,2,0.1,0.1,2,1,335.389,64.1183
3184,3,500,0.0001,0.2,20,5,100,4,2,0.1,0.1,2,0,0.343338,74.7025
3185,1,500,0.0001,0.2,20,5,100,4,3,0.01,0,1,1,0.00534349,0.792592
3185,2,500,0.0001,0.2,20,5,100,4,3,0.01,0,1,1,0.00779451,0.732078
3185,3,500,0.0001,0.2,20,5,100,4,3,0.01,0,1,1,0.0234596,5.7294
3186,1,500,0.0001,0.2,20,5,100,4,3,0.01,0,1,0,0.00103703,0.99454
3186,2,500,0.0001,0.2,20,5,100,4,3,0.01,0,1,0,0.000462326,1.13075
3186,3,500,0.0001,0.2,20,5,100,4,3,0.01,0,1,0,0.000470316,5.17776
3187,1,500,0.0001,0.2,20,5,100,4,3,0.01,0,2,1,0.0042431,0.770354
3187,2,500,0.0001,0.2,20,5,100,4,3,0.01,0,2,1,0.0014507,0.885926
3187,3,500,0.0001,0.2,20,5,100,4,3,0.01,0,2,1,0.0023718,5.26382
3188,1,500,0.0001,0.2,20,5,100,4,3,0.01,0,2,0,0.00231523,0.753704
3188,2,500,0.0001,0.2,20,5,100,4,3,0.01,0,2,0,0.00182961,0.911895
3188,3,500,0.0001,0.2,20,5,100,4,3,0.01,0,2,0,0.0029961,5.20495
3189,1,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,1,1,6.25828,6.33433
3189,2,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,1,1,9.64317,5.00272
3189,3,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,1,1,9.40305,4.82524
3190,1,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,1,0,0.347272,0.766251
3190,2,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,1,0,0.310645,0.924764
3190,3,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,1,0,0.313856,4.88553
3191,1,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,2,1,0.733844,0.916017
3191,2,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,2,1,0.714739,0.921798
3191,3,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,2,1,0.720451,4.42627
3192,1,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,2,0,1.60399,1.20867
3192,2,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,2,0,1.55201,1.68314
3192,3,500,0.0001,0.2,20,5,100,4,3,0.01,0.1,2,0,1.47176,6.04446
3193,1,500,0.0001,0.2,20,5,100,4,3,0.1,0,1,1,0.0255441,3.3705
3193,2,500,0.0001,0.2,20,5,100,4,3,0.1,0,1,1,0.0269667,5.53372
3193,3,500,0.0001,0.2,20,5,100,4,3,0.1,0,1,1,0.025953,15.4322
3194,1,500,0.0001,0.2,20,5,100,4,3,0.1,0,1,0,0.0199464,4.76343
3194,2,500,0.0001,0.2,20,5,100,4,3,0.1,0,1,0,0.0295797,4.98847
3194,3,500,0.0001,0.2,20,5,100,4,3,0.1,0,1,0,0.0252099,20.557
3195,1,500,0.0001,0.2,20,5,100,4,3,0.1,0,2,1,0.1436,7.51245
3195,2,500,0.0001,0.2,20,5,100,4,3,0.1,0,2,1,0.10695,7.83191
3195,3,500,0.0001,0.2,20,5,100,4,3,0.1,0,2,1,0.0912662,7.83476
3196,1,500,0.0001,0.2,20,5,100,4,3,0.1,0,2,0,0.0216118,4.76411
3196,2,500,0.0001,0.2,20,5,100,4,3,0.1,0,2,0,0.0287186,4.97522
3196,3,500,0.0001,0.2,20,5,100,4,3,0.1,0,2,0,0.0222967,14.8582
3197,1,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,1,1,1.97584,12.1085
3197,2,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,1,1,1.98675,13.0511
3197,3,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,1,1,1.64759,18.6779
3198,1,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,1,0,0.0906134,7.39775
3198,2,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,1,0,0.0847163,6.9556
3198,3,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,1,0,0.0853148,28.9831
3199,1,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,2,1,1.23805,8.65401
3199,2,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,2,1,1.15027,8.46393
3199,3,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,2,1,1.24045,25.2869
3200,1,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,2,0,0.184481,7.01729
3200,2,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,2,0,0.140898,7.50867
3200,3,500,0.0001,0.2,20,5,100,4,3,0.1,0.1,2,0,0.143856,26.0188
3201,3,500,0.0001,0.5,10,1,20,3,1,0.01,0,1,1,0.000235441,4.1341
3202,3,500,0.0001,0.5,10,1,20,3,1,0.01,0,1,0,0.000229943,1.38548
3203,3,500,0.0001,0.5,10,1,20,3,1,0.01,0,2,1,0.00022188,1.35065
3204,3,500,0.0001,0.5,10,1,20,3,1,0.01,0,2,0,0.000259624,5.5443
3205,3,500,0.0001,0.5,10,1,20,3,1,0.01,0.1,1,1,0.484928,3.95589
3206,3,500,0.0001,0.5,10,1,20,3,1,0.01,0.1,1,0,0.267589,5.49903
3207,3,500,0.0001,0.5,10,1,20,3,1,0.01,0.1,2,1,65.4271,5.43041
3208,3,500,0.0001,0.5,10,1,20,3,1,0.01,0.1,2,0,0.253452,6.75843
3209,3,500,0.0001,0.5,10,1,20,3,1,0.1,0,1,1,551.784,32.2016
3210,3,500,0.0001,0.5,10,1,20,3,1,0.1,0,1,0,0.0270305,29.0137
3211,3,500,0.0001,0.5,10,1,20,3,1,0.1,0,2,1,0.0148863,31.7357
3212,3,500,0.0001,0.5,10,1,20,3,1,0.1,0,2,0,0.00948954,28.1251
3213,3,500,0.0001,0.5,10,1,20,3,1,0.1,0.1,1,1,0.148508,31.9018
3214,3,500,0.0001,0.5,10,1,20,3,1,0.1,0.1,1,0,0.0105397,27.7189
3215,3,500,0.0001,0.5,10,1,20,3,1,0.1,0.1,2,1,0.663128,36.0098
3216,3,500,0.0001,0.5,10,1,20,3,1,0.1,0.1,2,0,0.237808,55.3306
3217,1,500,0.0001,0.5,10,1,20,3,2,0.01,0,1,1,0.000195088,0.950372
3217,2,500,0.0001,0.5,10,1,20,3,2,0.01,0,1,1,0.000195088,1.38109
3217,3,500,0.0001,0.5,10,1,20,3,2,0.01,0,1,1,0.000354254,2.1447
3218,1,500,0.0001,0.5,10,1,20,3,2,0.01,0,1,0,0.000252077,0.514467
3218,2,500,0.0001,0.5,10,1,20,3,2,0.01,0,1,0,0.000252077,0.520328
3218,3,500,0.0001,0.5,10,1,20,3,2,0.01,0,1,0,0.000420955,2.22526
3219,1,500,0.0001,0.5,10,1,20,3,2,0.01,0,2,1,0.000177006,0.704208
3219,2,500,0.0001,0.5,10,1,20,3,2,0.01,0,2,1,0.000177006,0.55401
3219,3,500,0.0001,0.5,10,1,20,3,2,0.01,0,2,1,0.000186405,2.00399
3220,1,500,0.0001,0.5,10,1,20,3,2,0.01,0,2,0,0.00171308,2.64407
3220,2,500,0.0001,0.5,10,1,20,3,2,0.01,0,2,0,0.00171308,9.40339
3220,3,500,0.0001,0.5,10,1,20,3,2,0.01,0,2,0,0.00824137,2.3953
3221,1,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,1,1,1.46509,4.66961
3221,2,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,1,1,1.46509,5.58587
3221,3,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,1,1,1.49229,2.49752
3222,1,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,1,0,0.451725,0.631064
3222,2,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,1,0,0.451725,0.594367
3222,3,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,1,0,0.354965,2.12533
3223,1,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,2,1,1.76998,0.64695
3223,2,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,2,1,1.76998,0.442138
3223,3,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,2,1,1.76837,1.77769
3224,1,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,2,0,0.286453,0.560504
3224,2,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,2,0,0.286453,0.550642
3224,3,500,0.0001,0.5,10,1,20,3,2,0.01,0.1,2,0,0.301416,2.09102
3225,1,500,0.0001,0.5,10,1,20,3,2,0.1,0,1,1,0.140917,10.4936
3225,2,500,0.0001,0.5,10,1,20,3,2,0.1,0,1,1,0.290745,10.9358
3225,3,500,0.0001,0.5,10,1,20,3,2,0.1,0,1,1,0.338529,30.9946
3226,1,500,0.0001,0.5,10,1,20,3,2,0.1,0,1,0,0.0312654,8.10232
3226,2,500,0.0001,0.5,10,1,20,3,2,0.1,0,1,0,0.0312654,8.32866
3226,3,500,0.0001,0.5,10,1,20,3,2,0.1,0,1,0,0.0184495,727.662
3227,1,500,0.0001,0.5,10,1,20,3,2,0.1,0,2,1,0.0207813,6.82575
3227,2,500,0.0001,0.5,10,1,20,3,2,0.1,0,2,1,0.0932882,6.38626
3227,3,500,0.0001,0.5,10,1,20,3,2,0.1,0,2,1,0.0352445,17.6411
3228,1,500,0.0001,0.5,10,1,20,3,2,0.1,0,2,0,0.0259326,8.06333
3228,2,500,0.0001,0.5,10,1,20,3,2,0.1,0,2,0,0.0259326,8.37391
3228,3,500,0.0001,0.5,10,1,20,3,2,0.1,0,2,0,0.0248383,27.339
3229,1,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,1,1,0.967006,11.4908
3229,2,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,1,1,0.967006,12.0479
3229,3,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,1,1,0.964547,31.7325
3230,1,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,1,0,0.0538911,7.63102
3230,2,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,1,0,0.0746535,7.39931
3230,3,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,1,0,0.0483488,19.1755
3231,1,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,2,1,3.23621,10.8624
3231,2,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,2,1,3.23621,11.5803
3231,3,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,2,1,1.7928,27.997
3232,1,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,2,0,0.123448,8.43101
3232,2,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,2,0,0.123448,8.49484
3232,3,500,0.0001,0.5,10,1,20,3,2,0.1,0.1,2,0,0.0870472,23.6076
3233,3,500,0.0001,0.5,10,1,20,4,1,0.01,0,1,1,0.00170981,4.69694
3234,3,500,0.0001,0.5,10,1,20,4,1,0.01,0,1,0,0.00135127,5.78693
3235,3,500,0.0001,0.5,10,1,20,4,1,0.01,0,2,1,0.000938806,4.70645
3236,3,500,0.0001,0.5,10,1,20,4,1,0.01,0,2,0,3.84319e-05,1.4691
3237,3,500,0.0001,0.5,10,1,20,4,1,0.01,0.1,1,1,0.308848,6.93439
3238,3,500,0.0001,0.5,10,1,20,4,1,0.01,0.1,1,0,0.42877,9.43577
3239,3,500,0.0001,0.5,10,1,20,4,1,0.01,0.1,2,1,0.268581,7.18836
3240,3,500,0.0001,0.5,10,1,20,4,1,0.01,0.1,2,0,5.59554,6.11599
3241,3,500,0.0001,0.5,10,1,20,4,1,0.1,0,1,1,0.031508,31.2447
3242,3,500,0.0001,0.5,10,1,20,4,1,0.1,0,1,0,0.407177,32.133
3243,3,500,0.0001,0.5,10,1,20,4,1,0.1,0,2,1,0.0399088,30.2232
3244,3,500,0.0001,0.5,10,1,20,4,1,0.1,0,2,0,0.00952966,28.6575
3245,3,500,0.0001,0.5,10,1,20,4,1,0.1,0.1,1,1,0.0842771,37.3235
3246,3,500,0.0001,0.5,10,1,20,4,1,0.1,0.1,1,0,0.0757919,30.9529
3247,3,500,0.0001,0.5,10,1,20,4,1,0.1,0.1,2,1,0.188785,36.0414
3248,3,500,0.0001,0.5,10,1,20,4,1,0.1,0.1,2,0,1.85622,31.8946
3249,3,500,0.0001,0.5,10,1,20,4,2,0.01,0,1,1,0.00829832,5.64605
3250,3,500,0.0001,0.5,10,1,20,4,2,0.01,0,1,0,0.00020271,1.49819
3251,3,500,0.0001,0.5,10,1,20,4,2,0.01,0,2,1,0.000819241,3.12
3252,3,500,0.0001,0.5,10,1,20,4,2,0.01,0,2,0,0.0170719,1.44475
3253,3,500,0.0001,0.5,10,1,20,4,2,0.01,0.1,1,1,122.222,6.96634
3254,3,500,0.0001,0.5,10,1,20,4,2,0.01,0.1,1,0,0.0513116,6.77626
3255,3,500,0.0001,0.5,10,1,20,4,2,0.01,0.1,2,1,0.516927,6.9816
3256,3,500,0.0001,0.5,10,1,20,4,2,0.01,0.1,2,0,0.135428,1.39939
3257,3,500,0.0001,0.5,10,1,20,4,2,0.1,0,1,1,0.110873,30.6683
3258,3,500,0.0001,0.5,10,1,20,4,2,0.1,0,1,0,0.0286902,28.961
3259,3,500,0.0001,0.5,10,1,20,4,2,0.1,0,2,1,0.0349719,29.024
3260,3,500,0.0001,0.5,10,1,20,4,2,0.1,0,2,0,0.0249959,32.9189
3261,3,500,0.0001,0.5,10,1,20,4,2,0.1,0.1,1,1,0.13628,27.2472
3262,3,500,0.0001,0.5,10,1,20,4,2,0.1,0.1,1,0,0.0839245,28.0228
3263,3,500,0.0001,0.5,10,1,20,4,2,0.1,0.1,2,1,0.736193,35.491
3264,3,500,0.0001,0.5,10,1,20,4,2,0.1,0.1,2,0,0.0232535,37.352
3265,1,500,0.0001,0.5,10,1,20,4,3,0.01,0,1,1,0.000301781,0.541693
3265,2,500,0.0001,0.5,10,1,20,4,3,0.01,0,1,1,0.000301781,0.542437
3265,3,500,0.0001,0.5,10,1,20,4,3,0.01,0,1,1,0.000334747,1.80701
3266,1,500,0.0001,0.5,10,1,20,4,3,0.01,0,1,0,0.00260562,1.9703
3266,2,500,0.0001,0.5,10,1,20,4,3,0.01,0,1,0,0.00260562,2.00068
3266,3,500,0.0001,0.5,10,1,20,4,3,0.01,0,1,0,0.00276683,1.94791
3267,1,500,0.0001,0.5,10,1,20,4,3,0.01,0,2,1,0.000204289,0.568528
3267,2,500,0.0001,0.5,10,1,20,4,3,0.01,0,2,1,0.00038161,0.599665
3267,3,500,0.0001,0.5,10,1,20,4,3,0.01,0,2,1,0.000296878,2.17976
3268,1,500,0.0001,0.5,10,1,20,4,3,0.01,0,2,0,0.209065,9.20196
